# size thread(s) cpu-cycles node-loads node-load-misses node-stores node-store-misses node-prefetches node-prefetch-misses offcore_response.all_demand_mlc_pref_reads.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.local_dram offcore_response.demand_data_rd.llc_miss.local_dram offcore_response.pf_l2_data_rd.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_dram offcore_response.pf_l2_data_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_hit_forward offcore_response.demand_data_rd.llc_miss.remote_hitm mem_load_uops_llc_miss_retired.local_dram mem_load_uops_llc_miss_retired.remote_dram
131072 28 1679313740062 495531453 258797126 578378952 238943170 2062762038 132856572 2111574103 137786 153685826 1910221882 509585 15381987 18894873 62685575 249828937 239346 5436087
131072 32 1969239082839 602596701 318263443 654884696 272776011 2354602482 155366834 2410582877 175419 177681231 2176144608 574853 15786789 27507243 72895044 317044333 311062 6393576
131072 36 2395308175554 739890174 399444624 760515863 317161562 2667915692 207128245 2702223294 185931 201979484 2433052922 731435 20927980 40955048 88986760 402902016 266692 6539124
131072 40 2793466781280 844920584 454732704 820729925 341518784 2956585371 224769122 2997949274 218299 219387646 2700476909 758202 21110829 51513017 97269329 480055114 245740 5538132
131072 44 3236299915234 1002094534 545404571 921837125 382969092 3252324632 256452124 3294017116 237045 245043743 2960801556 909662 23902121 61147065 112461075 581432008 243012 5400740
131072 48 3669929482854 1119307338 605771238 969294397 397705790 3503631700 248908602 3578760968 277760 263912138 3219533690 990460 26338829 77708832 114111197 670450999 240623 5151360
131072 52 4184375072683 1268895243 693544646 1045218807 435127616 3824663274 271313610 3907282159 296164 285693353 3510040517 1111368 27223282 60634961 130515982 773766021 203551 4553069
131072 56 4767773030472 1436241186 789931916 1118458334 474290388 4127402496 299620476 4210717228 365546 305768420 3783308038 1269587 29650767 64111238 142031076 887257306 170644 4336663
131072 60 5377275311803 1608082120 892894784 1205209611 510554842 4414795554 295817490 4529351955 402223 325207958 4069526618 1494485 32969947 50109460 152927948 1011671897 117485 4178988
131072 64 6010538265685 1765073460 980417881 1266655493 537514138 4710503533 311057326 4833845465 457083 342716549 4345777512 2097227 35700562 53218579 159745670 1120661256 66380 3792810
262144 1 46954212691 6777232 415971 14776941 269339 69322828 398804 74912572 23108 5796217 68815224 27401 166218 382442 13425 21803 11 14792
262144 4 203531713240 44630139 18336424 68386302 25967953 303074636 22576965 306331602 18030 23401693 275291671 40591 2995544 1011376 7065052 9553948 3135 745610
262144 8 421372948059 96585389 43179026 149560820 65039502 597059702 44655368 604126421 36793 45301976 546501594 91355 5106250 3892159 15583278 27387426 11892 1418903
262144 12 649243156580 151375041 67087376 237701103 94334850 865560670 39165913 902486249 52638 67131357 821895172 146950 6790642 5786728 20427450 53943994 31184 1861751
262144 16 888459024050 223552485 106072981 320865482 127655116 1156649890 55432953 1203410563 76301 88468191 1093681640 201964 8895678 8173788 30445995 89797056 55132 2426311
262144 20 1134692581751 302987893 146638776 400265938 159678711 1451964108 74022088 1505815760 98826 111014115 1367253868 324822 9618805 8962786 40315728 134020947 103052 3064702
262144 24 1396030492987 390603784 195211319 480661992 194678080 1751385413 99482504 1807257949 119548 132011050 1639173562 411475 11541076 12977889 50678846 185794633 155733 3997532
262144 28 1671081167331 498054606 257999690 564265057 238535248 2070539559 135973674 2117519704 139779 155918734 1914295007 429137 13165405 13462966 65797774 249808693 238903 4903541
262144 32 1961196424073 601990430 315097993 645469943 273203194 2367771152 158595809 2418687366 172264 178803728 2184218074 603096 14965298 17937923 73354242 319522737 313417 5775153
262144 36 2371662833052 714941497 378946954 741172322 308841500 2664301380 181999666 2718185849 203608 198283221 2455072467 621586 17426199 23822417 84631577 396822045 263252 5054490
262144 40 2783539058438 841904113 451859534 817920920 342307440 2955682635 209187758 3008731052 222063 217556074 2713266210 708099 19308638 39701276 98157694 485019043 232426 4909186
262144 44 3220423562593 975117627 527107908 888820204 373916872 3266990389 263723222 3293906897 250599 240181722 2967771058 821374 21835362 57061897 109569097 575338915 230280 4863576
262144 48 3669905175039 1102576643 593210140 959720469 394913031 3522939129 244745755 3600352642 302844 263766720 3239018562 972048 22498454 57751468 116149178 666418740 238577 4321216
262144 52 4176761264283 1253359512 680259967 1031602602 433337716 3829594574 264202605 3914620993 294217 283510806 3524589351 1104820 23557043 49873192 129266732 772388364 210080 3777539
262144 56 4732600436844 1404856197 764743203 1102929061 465820155 4125725710 286243266 4216466493 353079 301977205 3792595824 1241319 25134263 57546650 139502413 876841501 160667 3733396
262144 60 5351929033639 1575870762 865669988 1185933807 498773019 4406731650 290185041 4521359065 388401 321166640 4066527554 1471687 28183717 56570107 148938411 998263078 118237 3446234
262144 64 5992701266851 1737652816 957887221 1251057915 530671024 4712417811 306955447 4835755964 468622 338924237 4350528189 2026686 31804420 46629675 156605723 1114377387 79947 3160550
524288 1 46931704096 7797985 390188 14037507 274240 69044828 39211 75131240 18097 5875901 69009711 30271 303646 8319 29048 29196 22 25374
524288 4 203663993232 44457481 18831779 67838680 24183954 301647120 23319554 304163744 17783 23154210 273181225 48747 3088642 2043903 6872558 9466337 2611 801686
524288 8 419941045475 95247334 41567615 148785332 64148041 595891954 43429258 604427557 34773 45038472 547023412 102948 5041245 3896858 15266912 27036364 11296 1266929
524288 12 648100478365 149986241 65455264 232926577 89636694 854888790 31403278 900500189 53688 67032367 819966640 184360 6188977 4620205 19163117 53231047 28988 1576757
524288 16 884982402438 219758665 102724529 319441174 129516222 1158825324 58014346 1201246141 77915 87727913 1092390271 217738 8021782 8264550 30101428 89350848 59095 2223532
524288 20 1132515012155 296738456 142014988 402371173 160151501 1451346602 74164191 1504217237 90509 109599966 1366629003 316491 9612446 9407203 38123191 131601387 102548 2872855
524288 24 1393411493914 388546728 193624186 480354508 196941758 1758703910 107402490 1803820450 117401 131849160 1635992427 375646 9789309 14173613 50873461 185291591 156065 3720128
524288 28 1669063145920 499533747 259645181 567537207 243073258 2070533354 142086139 2110751990 142654 155163512 1908465581 537194 11822801 15648038 67096336 251186797 236999 4844425
524288 32 1956060520914 596670304 314139911 640445040 273161685 2370040198 161664380 2416341132 174966 176826580 2182011620 526436 13328214 18085130 75511894 315844073 311426 5610471
524288 36 2370636580533 714654425 381086956 734052894 307732274 2663619012 178376897 2719873163 203664 195795709 2456852692 589511 15340590 22662369 87836754 398520339 264600 4907797
524288 40 2790050702618 847287618 456424794 813389889 344099644 2971374916 228797665 3004066220 214506 216591854 2709642388 768471 18447660 42638406 102386368 487773823 233345 4688121
524288 44 3211370918688 961475106 518191014 884304580 368215037 3240748014 232404481 3296446345 255159 237219782 2971892858 808412 19524741 54165131 107849947 571409626 229968 4319263
524288 48 3664032132461 1102937874 594562498 959237926 395996405 3527211347 252619526 3596184228 278197 262008642 3237119325 953304 20736293 58480694 116093650 671632615 240754 4166595
524288 52 4176546618360 1248127253 675960230 1025172528 430011010 3828144512 273083459 3901264043 319378 280512582 3513211038 1140781 22525643 59713482 127761428 774386937 202500 3635588
524288 56 4730404959413 1390952039 757847323 1095370330 456753702 4106226880 268288278 4211907718 348446 299866665 3794572179 1291744 23520461 56958180 135551720 873678931 166730 3404110
524288 60 5331857179495 1559131432 849804911 1163454320 490978089 4410819950 289026480 4523455566 390413 317381475 4072517073 1485863 25440482 56101931 147063254 991312917 118614 3082395
524288 64 5985641516133 1736628428 950920516 1248537613 528829612 4703366306 296278259 4834398990 468905 337658719 4353401441 2063997 29197020 45935643 156428161 1113425445 61889 2866152
1048576 1 46826030158 6810104 326016 13842670 262146 69160015 67131 75010883 16935 5651712 68908797 28971 125100 7756 20541 21044 7 10701
1048576 4 202541566388 42335185 17261556 67116895 24621575 301868491 21674356 305305802 17950 22730608 275018176 37169 2223745 669669 6767640 9182209 2860 555902
1048576 8 419563413459 92690772 40010740 149032236 64148938 594389431 41382137 602785264 37970 44253187 547224101 101479 4592731 3334453 14627046 26725387 12547 1211985
1048576 12 646496524521 147633043 64413338 234316182 89826568 857970248 38963771 893821754 52477 65586747 815605519 177100 6460080 10425182 18904800 53132217 31802 1578206
1048576 16 884144259930 216013730 99700387 320108168 127379100 1155146268 54837284 1200533597 72240 87366321 1092870686 228418 7031676 8754606 28319676 88244425 55662 2005286
1048576 20 1128851196260 292632365 139834186 398753110 154479175 1440213365 68521895 1497901683 90122 109005718 1362394750 280933 9121300 13420227 37114444 131010816 98619 2689085
1048576 24 1390264476043 385583182 192956013 479469274 195487760 1752965153 103876568 1801848330 126055 130525043 1634492797 411104 10618928 16301959 50955434 184480921 154172 3537953
1048576 28 1664351532730 494552674 257316176 562946842 239904903 2069326127 137953974 2112608470 132571 153918813 1910972406 448426 11299280 14917074 67190280 248532762 237248 4572008
1048576 32 1956685956143 598218632 315576337 640502118 271611184 2361038987 155505419 2413215182 162859 175094333 2180429876 561508 12329034 20721178 77184627 318032460 306374 5462404
1048576 36 2362677308278 707778620 376911662 729347940 304029870 2662808986 189176627 2705174980 198770 194348267 2443949508 637706 14749455 33827205 86710156 394749333 255441 4808272
1048576 40 2790134609243 838614542 448753457 810567063 343411248 2977341508 232906753 3003440086 233932 214809442 2711355371 800486 16454701 40244793 100771334 484087388 227617 4619552
1048576 44 3205164791844 965197952 515573609 879437391 369259644 3253772491 247708029 3292599313 265620 236365846 2972429390 908478 18473617 52788628 108478249 579399524 226187 4214526
1048576 48 3655743427436 1093480530 593490505 947308421 396454877 3540684713 258522251 3600334002 284568 258699819 3244008690 1020809 18719098 54940053 119199725 668239532 238374 3886420
1048576 52 4171954502560 1236315024 666512850 1020331376 426699767 3826227292 275309354 3894281853 332763 278186106 3510386631 1180027 21326279 63795375 126549510 768400760 200430 3574274
1048576 56 4729936608735 1384639809 753517399 1088661939 454599431 4116687874 282508718 4203251168 368299 296690134 3788471291 1384255 22493470 61778623 135220874 875139286 172064 3310559
1048576 60 5344833998492 1559837435 861458382 1170235395 492438530 4402615866 297949312 4501484582 415268 314444326 4056339167 1531238 25539109 70205500 147771981 993180123 112617 3132878
1048576 64 5978409163179 1720320841 942284963 1223544864 521356970 4711208889 301786919 4835943923 451181 334462908 4356376508 2113035 27373334 43771123 157013788 1107293510 79260 2761598
2097152 1 46844068043 6983871 343369 13834093 525485 69030885 46342 74723684 21832 5762472 68802514 27280 138836 8115 20561 32641 18 4746
2097152 4 202410404409 42258891 17154411 67381840 24204443 301721639 23103589 303628312 17447 22183950 273043082 43265 2673283 2247153 6788820 9070962 3024 586076
2097152 8 419962744743 94254337 41466052 150742337 65133449 598064495 47878852 600875217 37047 44133838 544653876 117133 4410476 6116285 15448623 27466142 13101 1151479
2097152 12 645361150058 146719011 63717514 232253476 86940779 854497918 28382870 900327617 47789 65690740 821170670 192781 5589518 5073464 18829221 52684543 27998 1574671
2097152 16 884553105808 216588258 100720260 319491080 126890517 1156085199 54623752 1200932423 69304 86788769 1093505344 227854 7225219 7366226 29518085 88194623 59162 2090766
2097152 20 1130245008308 295376994 141899533 400532471 156795509 1446441391 66569708 1506171167 85102 108634964 1369535119 297123 7449680 6872302 39074247 132075714 103227 2711320
2097152 24 1390484523006 380119264 188856962 479486340 192698058 1755873788 106937533 1799904017 115726 130199006 1634154757 408793 10202008 18115800 49403058 182107170 156162 3522793
2097152 28 1661726710870 485157803 248020708 558560323 234097004 2067778508 135457409 2110637501 141315 153090099 1912728696 519504 10083126 13599543 62764315 246078757 236011 4528575
