# size thread(s) cpu-cycles node-loads node-load-misses node-stores node-store-misses node-prefetches node-prefetch-misses offcore_response.all_demand_mlc_pref_reads.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.local_dram offcore_response.demand_data_rd.llc_miss.local_dram offcore_response.pf_l2_data_rd.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_dram offcore_response.pf_l2_data_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_hit_forward offcore_response.demand_data_rd.llc_miss.remote_hitm mem_load_uops_llc_miss_retired.local_dram mem_load_uops_llc_miss_retired.remote_dram
2097152 52 17246076333 1974417 555952 1902247 1215973 11459426 730235 10406866 1399 693478 9105122 6706 17915 4278 509716 2550542 251 970
2097152 56 19114756943 2789034 685759 1739170 1062157 14124947 904250 12629399 1559 794426 10373670 7578 21221 63045 673500 4122415 211 1884
2097152 60 21246877818 3297299 844246 2205601 1295889 15688515 908698 14420828 2244 894309 11927157 5996 21145 69969 726118 4790478 234 2538
2097152 64 23140507979 5771101 1906023 2886240 1137664 19787947 916290 18197382 2186 1146759 13673217 9506 58171 242247 819345 6249324 1021 5844
4194304 1 357596347 37751 29451 149756 12153 826 322 1313 0 90 292 0 7 3 45 94 0 0
4194304 4 1525301283 179615 186556 429896 194570 272081 220184 146183 40 13322 105793 97 77 260 702 809 0 2
4194304 8 3214287099 357190 380160 1006778 507949 875942 363428 600064 508 57568 580933 423 488 160 1260 1273 8 16
4194304 12 5013008255 487967 414595 1383019 643442 1926547 85511 2031985 703 173374 1642868 1911 5423 792 16418 2639 97 326
4194304 16 6936579242 795855 447595 1418976 846272 5082016 154857 5345774 583 402841 4762484 4454 9338 1726 278496 317625 255 145
4194304 20 8943538407 1188269 551926 1520175 961224 8156809 214101 8397159 997 610197 7560159 4046 11128 53638 382229 1160837 515 893
4194304 24 11168728098 1866034 612837 1547356 905969 11814630 574084 11837849 1130 841761 10701210 2775 9191 24850 428245 1820012 807 6358
4194304 28 13729030004 3156120 1263024 2492229 1016627 14171583 955306 14200928 982 1001639 12932148 4575 9614 14656 501050 2273249 1428 17288
4194304 32 16607925006 4335930 1956196 3945667 1397854 16793602 1164831 16970283 895 1175361 15424869 4499 14171 73562 561202 2836666 1541 18655
4194304 36 20030860325 5704496 2720988 5588791 2024433 18264840 1631586 19545066 1487 1361705 18554110 5058 15401 47754 583520 3176563 1485 17819
4194304 40 23345943268 6425929 3048637 6057617 2501723 19239903 1920940 21355366 2727 1558926 21640069 6109 25779 32219 631378 3615983 1637 17143
4194304 44 26769551869 7132306 3448094 6160362 2740247 21165047 1854031 22676732 2081 1832682 23840953 9191 20840 55445 674338 4171523 1667 17042
4194304 48 30586072827 7640985 3584419 6054224 2813194 23265432 1959873 23447798 1389 2071812 25208900 8382 28106 152302 708621 4659478 1346 14437
4194304 52 34178001017 8529986 4065302 6127640 2892052 26829415 1851818 26303093 2681 2296609 24502527 13408 122578 122771 805013 5314097 1161 13450
4194304 56 37954157517 9175104 4349126 6416001 2984303 29474681 2168880 29611584 3934 2414167 25561231 12545 224808 421242 879189 6012035 1401 13872
4194304 60 42272418885 10265112 4807025 6551645 3120261 32527724 2013075 32893296 3985 2611888 28366607 13462 256413 181854 1126416 7608128 1025 10769
4194304 64 46635404056 11761910 5376269 7391267 3279215 36043249 2057502 36070634 4520 2586579 31683429 14822 361817 327716 1390422 10006689 1187 11450
8388608 1 712786116 64314 54057 153215 11756 7768 555 21170 21 6837 15054 2 28 3 250 210 0 4
8388608 4 3058529717 456130 353148 665124 287298 1818555 331841 1524978 205 119754 1310854 3042 7550 30931 69936 131234 12 1184
8388608 8 6488157653 1317507 889037 2133159 817444 6711784 550901 6616705 418 483046 5964757 1494 11648 68527 156747 337255 124 5867
8388608 12 10129495375 2077203 1141080 3481370 1638867 10230840 834990 11622327 864 894997 11619475 1640 31878 414272 219475 655152 406 8029
8388608 16 13905458099 3026724 1490950 3867588 1768176 15734326 1720303 14771350 911 1153466 15818516 2667 44100 506517 335548 1095717 975 14279
8388608 20 17895435808 3820768 1690859 4426764 1961622 20995762 2177821 20484382 3940 1482940 18168324 4883 63849 574254 448870 1577073 1752 17989
8388608 24 22081511409 5084180 2290395 4981779 2233726 26240700 2496119 25995043 2420 1956274 23179330 4376 70325 628234 838095 2918070 2569 23528
8388608 28 26967672543 6697097 3048527 6478634 2645473 30461968 2613138 30862186 3747 2322494 27981032 9088 94842 897837 1027778 4294292 3029 36330
8388608 32 33314734390 8941466 4418341 9156044 3506999 34474830 2948960 35628991 2914 2587813 33298039 11202 101017 765406 1152256 5404913 3345 43734
8388608 36 39083160295 10815625 5290632 10164503 4051824 38210497 3171813 39698351 3608 3011863 37733917 14594 168009 952426 1211642 6580977 3179 41067
