# size thread(s) cpu-cycles node-loads node-load-misses node-stores node-store-misses node-prefetches node-prefetch-misses offcore_response.all_demand_mlc_pref_reads.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.local_dram offcore_response.demand_data_rd.llc_miss.local_dram offcore_response.pf_l2_data_rd.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_dram offcore_response.pf_l2_data_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_hit_forward offcore_response.demand_data_rd.llc_miss.remote_hitm mem_load_uops_llc_miss_retired.local_dram mem_load_uops_llc_miss_retired.remote_dram
524288 24 1064949261000 1728494 2031347 5697482 1716947 829198 539432 780858 1574 87255 64057 2557 42208 47573 356985 568214 81 7344
524288 28 1242893693057 1727659 1980350 6619912 2419907 970850 610760 990409 470 169738 94990 8748 62607 37076 329111 747192 105 9616
524288 32 1426273981933 2055251 2230988 7268610 2650446 1024924 668337 1070963 705 215577 121692 8568 92228 35121 282269 906249 54 10185
524288 36 1711282447661 2383670 2576972 8201700 3072030 1249944 818072 1271079 768 244270 212510 10662 162344 89459 336223 981315 74 9845
524288 40 1999509212452 2663341 2647508 9200085 3433273 1517435 921449 1614066 1330 353030 427720 11386 301498 127243 347632 1061785 91 9801
524288 44 2285973809763 2734574 2588653 9679113 3796947 2024394 1011412 2073488 1344 431389 720479 12508 477952 226150 379678 1201759 142 10018
524288 48 2578139489741 3162931 3053934 11098918 3967908 2895046 1156137 3065900 13515 603615 1435463 31557 568075 299392 356278 1341381 167 13366
524288 52 2931061466802 4030083 3165200 11904478 4253843 7400767 1359056 8080050 13154 1225043 5762533 60445 564792 414887 387561 1476419 282 31944
524288 56 3288972414440 4501451 3376726 12292478 4261972 7080300 1616410 7840807 14780 1370993 5279656 84809 643216 659738 372698 1500793 264 24340
524288 60 3686413357314 5853571 3347006 13317718 4331118 13888747 1890032 15892627 68088 2641660 11797954 127246 804186 742009 400648 1527763 639 56180
524288 64 4113871939068 9356844 3962410 14330838 3913385 36785866 2401434 40402758 82477 5310481 33966992 376693 958556 1255318 337177 1351815 968 44762
1048576 1 44311138448 145758 134998 99555 33386 4832 4077 5048 14 1036 1486 66 74 34 7181 9958 0 21
1048576 4 177492650033 759971 657252 572914 211956 69192 56486 35410 53 2835 4026 494 1277 1965 96204 108095 12 2082
1048576 8 355193791553 1301645 1317769 1575445 453590 144351 111480 170500 52 7320 14307 541 4622 4394 195014 200279 79 3351
1048576 12 532580484136 1467599 1679543 2933924 825529 311364 258036 293623 208 15709 45010 3602 2804 8088 229930 339669 79 7071
1048576 16 710081944814 1471526 1897518 4313309 1567897 650769 257465 565076 148 48177 237296 5233 5669 18767 295175 492978 100 7640
1048576 20 887094312141 1829165 2347729 5272561 1791347 1295141 271394 1300435 420 144855 800442 7883 15405 24915 371837 671899 75 5902
1048576 24 1064350770698 2093790 2513632 5992913 2306538 2744908 639019 2525481 7654 299325 1705434 16668 41676 96379 327266 678016 117 7807
